ID,title,category,core_skills,further_skills,letter
13625,Techn. Assistent/in - naturkundliche Museen/Forschungsinst.,Ausbildung Berufsfachschule,"['Bestandsaufnahme (Archiv, Bibliothek)', 'Dokumentation (Archiv, Bibliothek)', 'Katalogisieren, Bestanderschließung (Archiv, Bibl., Museum)', 'Konservieren (historische Objekte)', 'Präparieren', 'Restaurierungsarbeiten', 'Taxidermie']","['Bestandspflege (Archiv, Bibliothek)', 'Biologie-, Medizinunterrichtsmodelle', 'Botanik', 'Dermoplastiken', 'Geologie', 'Geoplastiken', 'Klimatechnik', 'Mikroskopieren', 'Paläontologie', 'Wissenschaftliche Fotografie', 'Zoologie']",T
33197,Techn. Assistent/in - regenerative Energietechnik/Energiem.,Ausbildung Berufsfachschule,"['Elektrische Energietechnik', 'Elektronik', 'Elektrotechnik', 'Energiemanagement', 'Energieverteilung, Energieversorgung', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Messtechnik', 'Schaltungstechnik']","['Anwendungstechnik, Anwendungsberatung', 'Elektrizitätserzeugung', 'Elektromotoren', 'Energie-, Leistungselektronik', 'Entwicklung', 'Forschung', 'Fotovoltaik', 'Generatoren', 'Geräteelektronik', 'Halbleitertechnik', 'Hybride Steuerungen', 'Informationstechnik, Computertechnik', 'Prüffeld', 'Solarthermie', 'SPS-Programmierung, SPS-Technik', 'Starkstromanlagen, -technik']",T
90571,Techn. Produktdesigner/in - Maschinen- u. Anlagenkonstrukt.,Duale Ausbildung,"['Bemaßen', 'Berechnen', 'CAD (Computer Aided Design)-Systeme anwenden', 'Detailkonstruktion', 'Funktionspläne anfertigen', 'Konstruktion', 'Maschinentechnik', 'Montagepläne anfertigen', 'Stücklisten anfertigen', 'Technisches Zeichnen']","['3D-Drucken', 'Anlagenplanung (Versorgungs-, Verfahrenstechnik)', 'Beschreibungszeichnen', 'Entwicklung', 'Entwurf', 'Freihandzeichnen', 'Perspektivzeichnen', 'Plotterbedienung', 'Rohrleitungspläne anfertigen', 'Schaltpläne anfertigen', 'Virtual Prototyping', 'Zeichnungsprüfung', 'Zeichnungsverwaltung']",T
90588,Techn. Produktdesigner/in - Produktgestaltung u. -konstrukt.,Duale Ausbildung,"['Bemaßen', 'Berechnen', 'CAD (Computer Aided Design)-Systeme anwenden', 'Entwicklung', 'Industriedesign, Produktdesign', 'Konstruktion', 'Modelle, Musterstücke anfertigen', 'Stücklisten anfertigen', 'Technisches Zeichnen']","['3D-Drucken', 'Beschreibungszeichnen', 'Detailkonstruktion', 'Entwurf', 'Fertigungstechnik', 'Formgestaltung', 'Maschinentechnik', 'Montagepläne anfertigen', 'Perspektivzeichnen', 'Plotterbedienung', 'Präsentation', 'Virtual Prototyping', 'Werkstofftechnik', 'Zeichnungsprüfung']",T
448,Techniker/in - Agrartechnik,Technikerweiterbildung,"['Ackerbau', 'Agrarökonomie', 'Agrartechnik, Landmaschinentechnik', 'Betriebsmitteleinsatz planen', 'Bodenbewirtschaftung', 'Düngung', 'Kosten- und Leistungsrechnung', 'Maschineneinsatz (Landwirtschaft, Forst, Garten)', 'Pflanzenschutz', 'Tierhaltung, Tierproduktion', 'Wartung, Reparatur, Instandhaltung']","['Ackerfutterbau', 'Agrarroboter', 'Arbeitsvorbereitung', 'Automatische Fütterungssysteme', 'Automatische Melksysteme', 'Betriebsleitung, Betriebsführung', 'Bodenkunde', 'Futtermittelanalysen, -gewinnung', 'Kalkulation', 'Klimawandelanpassung', 'Kundenberatung, -betreuung', 'Landschaftspflege', 'Marketing', 'Milchwirtschaft, -erzeugung', 'Naturschutz', 'Ökologischer Anbau, Biologischer Anbau', 'Personalwesen', 'Sachkundenachweis nach Pflanzenschutz-Sachkundeverordnung', 'Verkauf']",T
5687,Techniker/in - Baudenkmalpflege/Altbauerneuerung,Technikerweiterbildung,"['Aufmaß', 'Ausschreibung, Vergabe, Leistungsbeschreibung', 'Bausanierung', 'Baustatik', 'Betriebsmitteleinsatz planen', 'Denkmalpflege', 'Qualitätsprüfung, Qualitätssicherung', 'Restaurierungsarbeiten', 'Schadensanalyse']","['Abrechnung', 'Arbeitsvorbereitung', 'Bauabnahme', 'Baukonstruktion', 'Bauleitung', 'Bauphysik', 'Bau- und Architektenrecht', 'Bauzeichnen', 'CAD (Computer Aided Design)-Systeme anwenden', 'Denkmalschutz', 'Fachwerk herstellen und instand halten', 'Gutachter-, Sachverständigentätigkeit', 'Haustechnik', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Kunst-, Natursteinreinigung', 'Vermessung']",T
29470,Techniker/in - Bautechnik (Ausbau),Technikerweiterbildung,"['Abrechnung', 'Aufmaß', 'Ausbau', 'Ausschreibung, Vergabe, Leistungsbeschreibung', 'Baubetrieb', 'Baukonstruktion', 'Bauleitung', 'Baustatik', 'Bautechnik', 'Bauzeichnen', 'Betriebsmitteleinsatz planen', 'Kalkulation', 'Qualitätsprüfung, Qualitätssicherung', 'Trockenbau']","['Arbeitsvorbereitung', 'Bauabnahme', 'Bauinformatik', 'Bauphysik', 'Bausanierung', 'Baustoffkunde, -technologie', 'Bau- und Architektenrecht', 'Building Information Modeling (BIM)', 'CAD (Computer Aided Design)-Systeme anwenden', 'Dämmungen planen und berechnen', 'Entwurf', 'Fassadenbau, -technik', 'Fenster- und Türenbau, -montage', 'Fertigteilbau', 'Haustechnik', 'Kosten- und Leistungsrechnung']",T
5631,Techniker/in - Bautechnik (Baubetrieb),Technikerweiterbildung,"['Aufmaß', 'Ausschreibung, Vergabe, Leistungsbeschreibung', 'Baubetrieb', 'Baukonstruktion', 'Baustatik', 'Baustelleneinrichtung', 'Bautechnik', 'Betriebsmitteleinsatz planen', 'Kalkulation', 'Qualitätsprüfung, Qualitätssicherung']","['Abrechnung', 'Arbeitsvorbereitung', 'Bauabnahme', 'Bauinformatik', 'Bauleitung', 'Bauphysik', 'Bausanierung', 'Baustoffkunde, -technologie', 'Bau- und Architektenrecht', 'Bauzeichnen', 'Betriebswirtschaftslehre', 'Building Information Modeling (BIM)', 'CAD (Computer Aided Design)-Systeme anwenden', 'Konstruktiver Ingenieurbau', 'Kosten- und Leistungsrechnung', 'Vermessung']",T
5688,Techniker/in - Bautechnik (Bauerneuerung/Bausanierung),Technikerweiterbildung,"['Abrechnung', 'Aufmaß', 'Ausschreibung, Vergabe, Leistungsbeschreibung', 'Baubetrieb', 'Baukonstruktion', 'Bauleitung', 'Bausanierung', 'Baustatik', 'Bautechnik', 'Betriebsmitteleinsatz planen', 'Kalkulation', 'Qualitätsprüfung, Qualitätssicherung', 'Schadensanalyse']","['Arbeitsvorbereitung', 'Bauabnahme', 'Bauinformatik', 'Bauphysik', 'Baustoffkunde, -technologie', 'Bau- und Architektenrecht', 'Bauzeichnen', 'Betontechnologie', 'Building Information Modeling (BIM)', 'CAD (Computer Aided Design)-Systeme anwenden', 'Dämmungen planen und berechnen', 'Energetische Sanierung', 'Entwurf', 'Haustechnik', 'Konstruktiver Ingenieurbau', 'Kosten- und Leistungsrechnung', 'Mauertrockenlegen', 'Restaurierungsarbeiten', 'Vermessung']",T
5644,Techniker/in - Bautechnik (Betonbau),Technikerweiterbildung,"['Abrechnung', 'Aufmaß', 'Ausschreibung, Vergabe, Leistungsbeschreibung', 'Baubetrieb', 'Baukonstruktion', 'Bauleitung', 'Baustatik', 'Bautechnik', 'Betonbau', 'Betontechnologie', 'Betriebsmitteleinsatz planen', 'Kalkulation', 'Qualitätsprüfung, Qualitätssicherung', 'Stahlbetonbau']","['Arbeitsvorbereitung', 'Bauabnahme', 'Bauinformatik', 'Bauphysik', 'Baustoffkunde, -technologie', 'Bau- und Architektenrecht', 'Bauzeichnen', 'Betonbohren, Betonsägen', 'Betonfertigteilbau', 'Betonoberflächen behandeln', 'Betonprüfung', 'Betonsanierung', 'Building Information Modeling (BIM)', 'CAD (Computer Aided Design)-Systeme anwenden', 'Entwurf', 'Konstruktiver Ingenieurbau', 'Kosten- und Leistungsrechnung']",T
5654,Techniker/in - Bautechnik (Hochbau),Technikerweiterbildung,"['Abrechnung', 'Aufmaß', 'Ausschreibung, Vergabe, Leistungsbeschreibung', 'Baubetrieb', 'Baukonstruktion', 'Bauleitung', 'Baustatik', 'Bautechnik', 'Bauzeichnen', 'Betriebsmitteleinsatz planen', 'Kalkulation', 'Qualitätsprüfung, Qualitätssicherung']","['Arbeitsvorbereitung', 'Bauabnahme', 'Bauinformatik', 'Bauphysik', 'Bausanierung', 'Baustoffkunde, -technologie', 'Bau- und Architektenrecht', 'Betontechnologie', 'Building Information Modeling (BIM)', 'CAD (Computer Aided Design)-Systeme anwenden', 'Entwurf', 'Fenster- und Türenbau, -montage', 'Fertigteilbau', 'Konstruktiver Ingenieurbau', 'Kosten- und Leistungsrechnung', 'Stahlhochbau']",T
5621,Techniker/in - Bautechnik (ohne Schwerpunkt),Technikerweiterbildung,"['Aufmaß', 'Ausschreibung, Vergabe, Leistungsbeschreibung', 'Baubetrieb', 'Baukonstruktion', 'Baustatik', 'Bautechnik', 'Betriebsmitteleinsatz planen', 'Qualitätsprüfung, Qualitätssicherung']","['Abrechnung', 'Arbeitsvorbereitung', 'Bauabnahme', 'Bauinformatik', 'Bauleitung', 'Bauphysik', 'Bausanierung', 'Baustoffkunde, -technologie', 'Bau- und Architektenrecht', 'Bauzeichnen', 'Betonbau', 'Betontechnologie', 'Building Information Modeling (BIM)', 'CAD (Computer Aided Design)-Systeme anwenden', 'Entwurf', 'Kalkulation', 'Konstruktiver Ingenieurbau', 'Kosten- und Leistungsrechnung', 'Vermessung']",T
5671,Techniker/in - Bautechnik (Tiefbau),Technikerweiterbildung,"['Abrechnung', 'Aufmaß', 'Ausschreibung, Vergabe, Leistungsbeschreibung', 'Baubetrieb', 'Baukonstruktion', 'Bauleitung', 'Baustatik', 'Bautechnik', 'Bauzeichnen', 'Betriebsmitteleinsatz planen', 'Kalkulation', 'Qualitätsprüfung, Qualitätssicherung', 'Tiefbau (Planung, Überwachung)']","['Arbeitsvorbereitung', 'Bauabnahme', 'Baugrunduntersuchung', 'Bauinformatik', 'Bauphysik', 'Bausanierung', 'Baustoffkunde, -technologie', 'Bau- und Architektenrecht', 'Betonbau', 'Betontechnologie', 'Building Information Modeling (BIM)', 'CAD (Computer Aided Design)-Systeme anwenden', 'Entwurf', 'Grundbau', 'Konstruktiver Ingenieurbau', 'Kosten- und Leistungsrechnung', 'Rohrleitungsbau', 'Spezialtiefbau', 'Straßenbau']",T
5933,Techniker/in - Bekleidungstechnik (Bekleidungsfertigung),Technikerweiterbildung,"['Bekleidungsfertigung', 'Bekleidungstechnik', 'Betriebsmitteleinsatz planen', 'Fertigungstechnik', 'Qualitätsprüfung, Qualitätssicherung', 'Schnitttechnik']","['Arbeitsvorbereitung', 'CAD (Computer Aided Design)-Systeme anwenden', 'Einkauf, Beschaffung', 'Fertigungs-, Auftragssteuerung', 'Kalkulation', 'Kollektionserstellung, -entwicklung', 'Kosten- und Leistungsrechnung', 'Materialwirtschaft', 'Modedesign, Bekleidungsgestaltung', 'Smarte Textilien', 'Textil - Materialkunde']",T
5932,Techniker/in - Bekleidungstechnik (ohne Schwerpunkt),Technikerweiterbildung,"['Bekleidungsfertigung', 'Bekleidungstechnik', 'Betriebsmitteleinsatz planen', 'Fertigungstechnik', 'Modedesign, Bekleidungsgestaltung', 'Produktmanagement', 'Qualitätsprüfung, Qualitätssicherung', 'Schnitttechnik']","['Arbeitsvorbereitung', 'CAD (Computer Aided Design)-Systeme anwenden', 'Einkauf, Beschaffung', 'Entwurf', 'Fertigungs-, Auftragssteuerung', 'Kalkulation', 'Kollektionserstellung, -entwicklung', 'Kosten- und Leistungsrechnung', 'Materialwirtschaft', 'Smarte Textilien', 'Textil - Materialkunde']",T
5936,Techniker/in - Bekleidungstechnik (Produktmanagement),Technikerweiterbildung,"['Bekleidungsfertigung', 'Bekleidungstechnik', 'Betriebsmitteleinsatz planen', 'Fertigungstechnik', 'Logistik', 'Marketing', 'Marktforschung', 'Modedesign, Bekleidungsgestaltung', 'Produktmanagement']","['Arbeitsvorbereitung', 'CAD (Computer Aided Design)-Systeme anwenden', 'Einkauf, Beschaffung', 'Entwicklung', 'Fertigungs-, Auftragssteuerung', 'Kalkulation', 'Kollektionserstellung, -entwicklung', 'Kosten- und Leistungsrechnung', 'Qualitätsprüfung, Qualitätssicherung', 'Schnitttechnik', 'Smarte Textilien', 'Textil - Materialkunde', 'Vertrieb']",T
5727,Techniker/in - Bergbautechnik,Technikerweiterbildung,"['Abbau, Gewinnung (Bergbau)', 'Bergbautechnologie', 'Betriebsmitteleinsatz planen', 'Fördertechnik', 'Messtechnik', 'Qualitätsprüfung, Qualitätssicherung', 'Steine und Erden (Gewinnung, Aufbereitung)', 'Tiefbohrtechnik', 'Verfahrenstechnik']","['Arbeitsschutz, Unfallverhütung', 'Arbeitsvorbereitung', 'Bergbauroboter', 'Bergrecht', 'Brandschutz', 'Gefahrenabwehr (Prävention)', 'Gefahrenanalyse', 'Geologie', 'Gutachter-, Sachverständigentätigkeit', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Markscheidewesen', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Schachtbau', 'Sicherheitstechnik', 'Sprengtechnik', 'Tagebau', 'Umweltschutz, Umwelttechnik', 'Untertagebetrieb', 'Wartungs- und Instandhaltungsroboter']",T
6316,Techniker/in - Biotechnik,Technikerweiterbildung,"['Betriebsmitteleinsatz planen', 'Bioanalytik', 'Biotechnologie', 'Bioverfahrenstechnik', 'Entwicklung', 'Laborarbeiten, Labortechnik', 'Qualitätsprüfung, Qualitätssicherung']","['Arbeitsvorbereitung', 'Arzneimittelproduktion', 'Biochemie', 'Chemische Untersuchungs- und Messverfahren', 'Einkauf, Beschaffung', 'Forschung', 'Kundenberatung, -betreuung', 'Messtechnik', 'Mikrobiologie', 'Molekularbiologie', 'Pharmakologie', 'Toxikologie', 'Zellbiologie']",T
5762,Techniker/in - Bohrtechnik,Technikerweiterbildung,"['Arbeitsvorbereitung', 'Baugrunduntersuchung', 'Betriebsmitteleinsatz planen', 'Bohrlochgeologie (Bohrlochvermess-, Tiefbohrtechnik)', 'Exploration (Erschließen von Lagerstätten)', 'Flachbohrtechnik', 'Fördertechnik', 'Tiefbohrtechnik', 'Verfahrenstechnik']","['Brunnenbau', 'Drainagearbeiten, Rohrverlegungen', 'Elektrotechnik', 'Erdöl-, Erdgasgewinnung, -förderung', 'Geologie', 'Geotechnik', 'Gutachter-, Sachverständigentätigkeit', 'Hydraulik', 'Kalkulation', 'Kundenberatung, -betreuung', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Pneumatik', 'Wartung, Reparatur, Instandhaltung', 'Wartungs- und Instandhaltungsroboter']",T
5802,Techniker/in - Chemietechnik (Betriebstechnik),Technikerweiterbildung,"['Analytische Chemie', 'Betriebsmitteleinsatz planen', 'Betriebstechnik', 'Chemische Untersuchungs- und Messverfahren', 'Chemische Verfahrenstechnik', 'Laborarbeiten, Labortechnik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Qualitätsprüfung, Qualitätssicherung', 'Technische Chemie']","['Anorganische Chemie', 'Arbeitsvorbereitung', 'Elektrochemie', 'Entwicklung', 'Fertigungs-, Auftragssteuerung', 'Forschung', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Organische Chemie', 'Physikalische Chemie', 'Physikalische Mess-, Prüfverfahren', 'Probenahme', 'Spektroskopie', 'Synthese', 'Umweltschutz, Umwelttechnik', 'Versuchsdurchführung und -auswertung', 'Wartung, Reparatur, Instandhaltung']",T
5797,Techniker/in - Chemietechnik (Biochemie),Technikerweiterbildung,"['Analytische Chemie', 'Betriebsmitteleinsatz planen', 'Biochemie', 'Chemische Untersuchungs- und Messverfahren', 'Laborarbeiten, Labortechnik', 'Qualitätsprüfung, Qualitätssicherung', 'Versuchsdurchführung und -auswertung']","['Arbeitsvorbereitung', 'Chemikalienrecht', 'Chemische Verfahrenstechnik', 'Dokumentation (technisch)', 'Entwicklung', 'Forschung', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Lebensmittelchemie', 'Mikroskopieren', 'Physikalische Mess-, Prüfverfahren', 'Probenahme', 'Spektroskopie', 'Synthese', 'Umweltschutz, Umwelttechnik']",T
5798,Techniker/in - Chemietechnik (Laboratoriumstechnik),Technikerweiterbildung,"['Analytische Chemie', 'Betriebsmitteleinsatz planen', 'Chemische Untersuchungs- und Messverfahren', 'Laborarbeiten, Labortechnik', 'Qualitätsprüfung, Qualitätssicherung', 'Versuchsdurchführung und -auswertung']","['Anorganische Chemie', 'Arbeitsvorbereitung', 'Biochemie', 'Chemikalienrecht', 'Chemische Verfahrenstechnik', 'Entwicklung', 'Forschung', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Laborsteuersoftware (DasyLab, Visio, Labview)', 'Mikroskopieren', 'Organische Chemie', 'Physikalische Chemie', 'Physikalische Mess-, Prüfverfahren', 'Probenahme', 'Synthese', 'Technische Chemie', 'Umweltschutz, Umwelttechnik']",T
5795,Techniker/in - Chemietechnik (ohne Schwerpunkt),Technikerweiterbildung,"['Analytische Chemie', 'Anorganische Chemie', 'Betriebsmitteleinsatz planen', 'Chemische Untersuchungs- und Messverfahren', 'Chemische Verfahrenstechnik', 'Laborarbeiten, Labortechnik', 'Organische Chemie', 'Qualitätsprüfung, Qualitätssicherung', 'Synthese', 'Technische Chemie', 'Versuchsdurchführung und -auswertung']","['Arbeitsvorbereitung', 'Chemikalienrecht', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Pharmazeutische Chemie', 'Physikalische Mess-, Prüfverfahren', 'Probenahme', 'Spektroskopie', 'Umweltchemie']",T
5996,Techniker/in - Druck- und Medientechnik,Technikerweiterbildung,"['Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'Datenübernahme, Datenaufbereitung', 'Drucktechnik', 'Druckvorstufe', 'Druckweiterverarbeitung', 'Fertigungs-, Auftragssteuerung', 'Kalkulation', 'Medientechnik', 'Qualitätsprüfung, Qualitätssicherung']","['Autonomes Drucken', 'Betriebswirtschaftslehre', 'Bildbearbeitung, digital', 'Digitaldruck', 'Einkauf, Beschaffung', 'Flachdruck, Offsetdruck', 'Hochdruck', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Marketing', 'Maschinentechnik', 'Mediendesign', 'Personalwesen', 'Social-Media-Kommunikation', 'Suchmaschinenoptimierung (SEO)', 'Tiefdruck', 'Typografie, Schriftgestaltung', 'Vertrieb', 'Wartung, Reparatur, Instandhaltung']",T
126659,Techniker/in - Elektromobilität,Technikerweiterbildung,"['Betriebsmitteleinsatz planen', 'Bordelektronik (Schiff, Flugzeug, Eisenbahn, Kfz)', 'Elektro- und Hybridfahrzeuge', 'Fahrzeugbau, -technik', 'Fertigungstechnik', 'Konstruktion', 'Kraftfahrzeugelektrik, Kraftfahrzeugelektronik', 'Personenkraftwagentechnik', 'Qualitätsprüfung, Qualitätssicherung']","['Arbeitsvorbereitung', 'CAD (Computer Aided Design)-Systeme anwenden', 'Fahrwerktechnik', 'Fahrzeugsysteme-Mechatronik', 'Getriebetechnik', 'Kalkulation', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Projektmanagement']",T
5573,Techniker/in - Elektrotechnik (Automatisierungstechnik),Technikerweiterbildung,"['Automatisierungstechnik, Prozessautomatisierung', 'Betriebsmitteleinsatz planen', 'Elektronik', 'Elektrotechnik', 'Informationstechnik, Computertechnik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Qualitätsprüfung, Qualitätssicherung']","['Arbeitsvorbereitung', 'CAD (Computer Aided Design)-Systeme anwenden', 'CAM-, CIM-Systeme anwenden', 'Entwicklung', 'Fertigungstechnik', 'Gebäudesystemtechnik, Gebäudeleittechnik', 'Hardwareinstallation, Softwareinstallation', 'Hybride Steuerungen', 'Industrieroboter', 'Konstruktion', 'Kundenberatung, -betreuung', 'Kundendienst', 'Mikrocomputer-, Mikroprozessortechnik', 'Mikroelektronik', 'Mikrosystemtechnik', 'Schaltungstechnik', 'SPS-Programmierung, SPS-Technik', 'Wartung, Reparatur, Instandhaltung']",T
5521,Techniker/in - Elektrotechnik (Energietechnik),Technikerweiterbildung,"['Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'Elektrische Energietechnik', 'Elektronik', 'Elektrotechnik', 'Energie-, Leistungselektronik', 'Informationstechnik, Computertechnik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Qualitätsprüfung, Qualitätssicherung']","['CAD (Computer Aided Design)-Systeme anwenden', 'CAM-, CIM-Systeme anwenden', 'Elektrische Antriebstechnik', 'Energiemanagement', 'Entwicklung', 'Fertigungstechnik', 'Fotovoltaik', 'Hardwareinstallation, Softwareinstallation', 'Hybride Steuerungen', 'Konstruktion', 'Kraftwerkstechnik', 'Kundendienst', 'Sachkundenachweis TREI (Technische Regeln der Elektroinstallation)', 'Schaltungstechnik', 'Smart Grid-Technologie', 'Smart Metering', 'SPS-Programmierung, SPS-Technik', 'Wartung, Reparatur, Instandhaltung']",T
5536,Techniker/in - Elektrotechnik (Information/Kommunikation),Technikerweiterbildung,"['Betriebsmitteleinsatz planen', 'Elektronik', 'Elektrotechnik', 'Hardwareinstallation, Softwareinstallation', 'Informationstechnik, Computertechnik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Nachrichtentechnik, Kommunikationstechnik', 'Qualitätsprüfung, Qualitätssicherung', 'Treiberprogrammierung']","['Arbeitsvorbereitung', 'CAD (Computer Aided Design)-Systeme anwenden', 'CAM-, CIM-Systeme anwenden', 'Embedded Microcontroller, Embedded Systems', 'Entwicklung', 'Fertigungstechnik', 'Halbleitertechnik', 'Konstruktion', 'Kundendienst', 'Mikrocomputer-, Mikroprozessortechnik', 'Mikroelektronik', 'Mikrosystemtechnik', 'Schaltungstechnik', 'Vertrieb', 'Wartung, Reparatur, Instandhaltung']",T
5505,Techniker/in - Elektrotechnik (ohne Schwerpunkt),Technikerweiterbildung,"['Betriebsmitteleinsatz planen', 'Elektrische Energietechnik', 'Elektronik', 'Elektrotechnik', 'Informationstechnik, Computertechnik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Nachrichtentechnik, Kommunikationstechnik', 'Qualitätsprüfung, Qualitätssicherung', 'Schaltungstechnik']","['Arbeitsvorbereitung', 'CAD (Computer Aided Design)-Systeme anwenden', 'CAM-, CIM-Systeme anwenden', 'Elektrische Antriebstechnik', 'Entwicklung', 'Fertigungstechnik', 'Halbleitertechnik', 'Hardwareinstallation, Softwareinstallation', 'Hybride Steuerungen', 'Konstruktion', 'Kundendienst', 'Mikrocomputer-, Mikroprozessortechnik', 'Mikroelektronik', 'Mikrosystemtechnik', 'Sachkundenachweis TREI (Technische Regeln der Elektroinstallation)', 'Smart Grid-Technologie', 'SPS-Programmierung, SPS-Technik', 'Wartung, Reparatur, Instandhaltung']",T
10143,Techniker/in - Ernährungs- und Versorgungsmanagement,Technikerweiterbildung,"['Arbeitsvorbereitung', 'Betriebsmitteleinsatz planen', 'Einkauf, Beschaffung', 'Haushalts-, Ernährungstechnik', 'Hauswirtschaft', 'Speisen zubereiten und anrichten', 'Verbraucher-, Hauswirtschaftsberatung', 'Vorratshaltung', 'Wäscheverwaltung']","['Belehrung nach Infektionsschutzgesetz (Gesundheitszeugnis)', 'Buchführung, Buchhaltung', 'Diätetik', 'Energieberatung', 'Ernährungsberatung', 'Garten-, Grünflächenpflege', 'Gemeinschaftsverpflegung', 'Getränke zubereiten und anrichten', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Lagerwirtschaft', 'Lebensmittelhygiene', 'Lebensmittelsicherheitssystem HACCP', 'Speisekarten, -pläne zusammenstellen']",T
58501,Techniker/in - Farb- u. Lacktechnik (Betriebswirtschaft),Technikerweiterbildung,"['Beschichtungstechnik', 'Betriebsmitteleinsatz planen', 'Betriebstechnik', 'Betriebswirtschaftslehre', 'Farben-, Lacktechnik', 'Farbenchemie, Lackchemie', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Lacklabortechnik', 'Qualitätsprüfung, Qualitätssicherung']","['Arbeitsvorbereitung', 'Chemische Untersuchungs- und Messverfahren', 'Entwicklung', 'Fertigungstechnik', 'Kundenberatung, -betreuung', 'Oberflächen beschichten', 'Physikalische Chemie', 'Spektroskopie', 'Spritzlackieren', 'Tauchlackieren', 'Untergrundbehandeln', 'Versuchsdurchführung und -auswertung']",T
5811,Techniker/in - Farb- u. Lacktechnik (Gestaltung),Technikerweiterbildung,"['Beschichtungstechnik', 'Betriebsmitteleinsatz planen', 'Denkmalpflege', 'Farbdesign, Farbgestaltung', 'Farben-, Lacktechnik', 'Farbenchemie, Lackchemie', 'Lacklabortechnik', 'Qualitätsprüfung, Qualitätssicherung']","['Arbeitsvorbereitung', 'Chemische Untersuchungs- und Messverfahren', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Oberflächen beschichten', 'Physikalische Chemie', 'Restaurierungsarbeiten', 'Untergrundbehandeln', 'Versuchsdurchführung und -auswertung']",T
58499,Techniker/in - Farb- u. Lacktechnik (ind. Beschichtungst.),Technikerweiterbildung,"['Beschichtungstechnik', 'Betriebsmitteleinsatz planen', 'Betriebstechnik', 'Farben-, Lacktechnik', 'Farbenchemie, Lackchemie', 'Lacklabortechnik', 'Qualitätsprüfung, Qualitätssicherung', 'Spritzlackieren', 'Tauchlackieren']","['Arbeitsvorbereitung', 'Chemische Untersuchungs- und Messverfahren', 'Entwicklung', 'Fertigungstechnik', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Mikroskopieren', 'Oberflächen beschichten', 'Physikalische Chemie', 'Spektroskopie', 'Untergrundbehandeln', 'Versuchsdurchführung und -auswertung']",T
5813,Techniker/in - Farb- u. Lacktechnik (ohne Schwerpunkt),Technikerweiterbildung,"['Beschichtungstechnik', 'Betriebsmitteleinsatz planen', 'Farben-, Lacktechnik', 'Farbenchemie, Lackchemie', 'Lacklabortechnik', 'Oberflächen beschichten', 'Qualitätsprüfung, Qualitätssicherung', 'Spritzlackieren', 'Tauchlackieren']","['Arbeitsvorbereitung', 'Chemische Untersuchungs- und Messverfahren', 'Kalkulation', 'Kosten- und Leistungsrechnung', 'Kundenberatung, -betreuung', 'Mikroskopieren', 'Physikalische Chemie', 'Physikalische Mess-, Prüfverfahren', 'Untergrundbehandeln', 'Versuchsdurchführung und -auswertung']",T
5444,Techniker/in - Feinwerktechnik,Technikerweiterbildung,"['Betriebsmitteleinsatz planen', 'Feinwerktechnik', 'Fertigungstechnik', 'Konstruktion', 'Maschinentechnik', 'Qualitätsprüfung, Qualitätssicherung']","['Anwendungstechnik, Anwendungsberatung', 'Arbeitsvorbereitung', 'CAD (Computer Aided Design)-Systeme anwenden', 'CAM-, CIM-Systeme anwenden', 'CNC-Kenntnisse, CNC-Programmieren', 'Elektromechanik', 'Kalkulation', 'Kundenberatung, -betreuung', 'Mechatronik', 'Mess-, Steuer-, Regeltechnik (MSR)', 'Messen, Prüfen (Metalltechnik)', 'Mikrotechnologie', 'Pneumatik', 'Projektierung', 'SPS-Programmierung, SPS-Technik', 'Technische Optik', 'Wartung, Reparatur, Instandhaltung']",T
